#T	RNL	rho
1.5	2290.17	47058.8985512223
3	975.424	45122.2273221583
5	731.9	41284.9957598298
8	460.294	23788.8613111751
10	275.089	13647.9477345369
12	167.061	8404.58511745812
14	117.029	5655.66544498974
16	88.5312	4128.35688394663
18	69.7676	3309.91252740907
20	58.5977	2803.58361604915
22	51.3319	2450.43851974006
24	46.3547	2194.28849952751
26	42.5788	2026.4212008919
28	39.7416	1891.32405948696
30	38.2276	1784.37472590864
32	36.207	1691.01842174604
35	34.5709	1594.10757668666
38	33.0092	1518.31991831839
40	32.4341	1470.78574560056
45	31.0602	1393.40891635038
#		1334.35989250708
#		1290.84363713982
#		1257.12285770738
#		1230.88234891229
#		1208.9607587491
#		1177.37041886456
#		1156.08016643961
#		1141.4891857068
#		1132.79741032359
#		1128.16629112076
#		1128.73096686847
#		1135.91907163138
#		1150.10909887675
#		1164.242202034
#		1181.12022091925
